"","tweetID","QuestionType","LabelType"
"130",1465981480,"P","Predicted"
"131",1465984900,"R","Predicted"
"132",1466033220,"P","Predicted"
"133",1467125191,"R","Predicted"
"134",1467444783,"C","Ground Truth"
"135",1467463014,"E","Predicted"
"136",1467511892,"C","Predicted"
"137",1467745587,"R","Predicted"
"138",1468359928,"P","Predicted"
"139",1469206436,"P","Predicted"
"140",1469322156,"E","Ground Truth"
"141",1469325162,"R","Predicted"
"142",1469443587,"E","Predicted"
"143",1469546469,"R","Predicted"
"144",1469713948,"R","Predicted"
"145",1470118865,"E","Predicted"
"146",1470162047,"E","Predicted"
"147",1470196884,"C","Predicted"
"148",1470486639,"E","Predicted"
"149",1470652314,"C","Ground Truth"
"150",1471015006,"R","Predicted"
"151",1471135092,"P","Predicted"
"152",1471316181,"R","Predicted"
"153",1471372032,"E","Ground Truth"
"154",1471388378,"E","Predicted"
"155",1471542046,"R","Predicted"
"156",1471564879,"R","Predicted"
"157",1471671413,"E","Predicted"
"158",1471735804,"R","Predicted"
"159",1471858480,"R","Ground Truth"
"160",1471961320,"P","Predicted"
"161",1472098223,"R","Predicted"
"162",1472273696,"P","Predicted"
"163",1472309883,"R","Predicted"
"164",1472326702,"E","Predicted"
"165",1472438175,"R","Predicted"
"166",1472456204,"R","Ground Truth"
"167",1472514515,"E","Predicted"
"168",1472524457,"R","Predicted"
"169",1472573154,"E","Ground Truth"
"170",1472582374,"R","Predicted"
"171",1472725014,"R","Ground Truth"
"172",1472730427,"R","Predicted"
"173",1472796112,"E","Predicted"
"174",1472853949,"R","Predicted"
"175",1472907041,"R","Predicted"
"176",1472993107,"E","Predicted"
"177",1473191837,"C","Predicted"
"178",1473403848,"E","Predicted"
"179",1473412971,"P","Predicted"
"180",1473425206,"P","Predicted"
"181",1473644568,"R","Predicted"
"182",1473965750,"E","Predicted"
"183",1473972384,"E","Ground Truth"
"184",1473986844,"R","Predicted"
"185",1474189051,"E","Predicted"
"186",1474432397,"P","Predicted"
"187",1476090047,"R","Predicted"
"188",1476748433,"R","Predicted"
"189",1476808462,"R","Predicted"
"190",1476854182,"E","Ground Truth"
"191",1476955777,"E","Predicted"
"192",1477326934,"R","Predicted"
"193",1477437831,"E","Predicted"
"194",1477458466,"P","Ground Truth"
"195",1477488134,"E","Predicted"
"196",1477489903,"R","Predicted"
"197",1477581227,"P","Predicted"
"198",1477641992,"C","Predicted"
"199",1478164178,"E","Predicted"
"200",1478266078,"E","Ground Truth"
"201",1478359426,"R","Predicted"
"202",1478435829,"R","Predicted"
"203",1478457657,"R","Predicted"
"204",1478490236,"E","Predicted"
"205",1478545260,"R","Predicted"
"206",1478587661,"R","Predicted"
"207",1478637754,"P","Predicted"
"208",1478686918,"R","Predicted"
"209",1478785496,"E","Predicted"
"210",1479073835,"P","Predicted"
"211",1479079716,"P","Predicted"
"212",1479189225,"E","Predicted"
"213",1479260095,"E","Predicted"
"214",1479290039,"R","Ground Truth"
"215",1479393991,"P","Predicted"
"216",1479408024,"R","Predicted"
"217",1479422159,"R","Predicted"
"218",1479475102,"E","Predicted"
"219",1479645082,"R","Predicted"
"220",1479779746,"P","Predicted"
"221",1479963018,"E","Predicted"
"222",1480050790,"E","Predicted"
"223",1480572840,"R","Predicted"
"224",1480591090,"P","Ground Truth"
"225",1481446504,"P","Ground Truth"
"226",1482840565,"R","Predicted"
"227",1482903080,"P","Predicted"
"228",1483257974,"R","Predicted"
"229",1483346592,"E","Predicted"
"230",1483395858,"R","Predicted"
"231",1483427152,"R","Predicted"
"232",1483466801,"R","Predicted"
"233",1483535327,"R","Predicted"
"234",1483667514,"R","Predicted"
"235",1483750059,"R","Predicted"
"236",1483761422,"E","Predicted"
"237",1483920589,"R","Predicted"
"238",1484200433,"P","Predicted"
"239",1484267717,"R","Predicted"
"240",1484542520,"E","Predicted"
"241",1484948470,"R","Predicted"
"242",1485056885,"E","Predicted"
"243",1485154285,"E","Predicted"
"244",1485582852,"R","Predicted"
"245",1485683930,"R","Ground Truth"
"246",1485873933,"C","Predicted"
"247",1485969513,"R","Predicted"
"248",1486200029,"R","Predicted"
"249",1486209053,"E","Predicted"
"250",1486213121,"E","Predicted"
"251",1486228433,"R","Predicted"
"252",1486252213,"E","Predicted"
"253",1486313602,"P","Predicted"
"254",1486339238,"R","Predicted"
"255",1486715450,"E","Ground Truth"
"256",1486812019,"R","Predicted"
"257",1487212447,"E","Predicted"
"258",1487252391,"R","Predicted"
"259",1487390371,"P","Predicted"
"260",1503526531,"R","Predicted"
"261",1503550972,"E","Predicted"
"262",1503785978,"P","Predicted"
"263",1516266892,"C","Ground Truth"
"264",1517993560,"P","Predicted"
"265",1518086181,"R","Ground Truth"
"266",1518559717,"R","Predicted"
"267",1550632275,"E","Predicted"
"268",1550923704,"R","Predicted"
"269",1556684748,"R","Predicted"
"270",1556756260,"R","Predicted"
"271",1556763988,"E","Ground Truth"
"272",1558709253,"C","Ground Truth"
"273",1559438130,"R","Predicted"
"274",1563962485,"R","Predicted"
"275",1563971232,"R","Predicted"
"276",1564005380,"E","Predicted"
"277",1564347650,"R","Ground Truth"
"278",1564386401,"P","Predicted"
"279",1564398386,"R","Predicted"
"280",1564418529,"R","Predicted"
"281",1564434566,"P","Predicted"
"282",1564442073,"R","Predicted"
"283",1564460348,"R","Predicted"
"284",1564540084,"E","Ground Truth"
"285",1564553935,"R","Ground Truth"
"286",1564573567,"R","Ground Truth"
"287",1565044266,"E","Ground Truth"
"288",1565119294,"P","Predicted"
"289",1565145468,"R","Predicted"
"290",1565389614,"E","Predicted"
"291",1565439541,"R","Predicted"
"292",1565747442,"P","Predicted"
"293",1565827372,"E","Predicted"
"294",1565977926,"R","Predicted"
"295",1569332669,"P","Predicted"
"296",1573471249,"R","Predicted"
"297",1573507294,"R","Predicted"
"298",1573535267,"P","Predicted"
"299",1573585075,"P","Predicted"
"300",1573622604,"P","Predicted"
"301",1573651939,"R","Predicted"
"302",1573875882,"R","Predicted"
"303",1573918327,"R","Predicted"
"304",1574055287,"P","Predicted"
"305",1574587446,"C","Predicted"
"306",1574658300,"R","Predicted"
"307",1575000387,"E","Predicted"
"308",1575022394,"R","Predicted"
"309",1576369672,"R","Predicted"
"310",1577230394,"E","Predicted"
"311",1579420087,"R","Predicted"
"312",1582489573,"E","Ground Truth"
"313",1582840816,"E","Predicted"
"314",1582890831,"E","Predicted"
"315",1582922728,"P","Predicted"
"316",1582924341,"R","Predicted"
"317",1582927856,"E","Predicted"
"318",1582929700,"E","Predicted"
"319",1582934580,"E","Predicted"
"320",1582941660,"P","Predicted"
"321",1582959677,"R","Predicted"
"322",1582970409,"P","Predicted"
"323",1582977301,"E","Predicted"
"324",1582981738,"R","Predicted"
"325",1583000573,"R","Predicted"
"326",1583015342,"R","Predicted"
"327",1583021288,"E","Predicted"
"328",1583034883,"R","Predicted"
"329",1583064963,"R","Ground Truth"
"330",1583079038,"P","Predicted"
"331",1583085586,"E","Predicted"
"332",1583094286,"P","Predicted"
"333",1583100394,"R","Predicted"
"334",1583104313,"R","Predicted"
"335",1583110757,"E","Ground Truth"
"336",1583121469,"R","Ground Truth"
"337",1583124679,"R","Predicted"
"338",1583126722,"E","Predicted"
"339",1583129234,"R","Predicted"
"340",1583131006,"E","Predicted"
"341",1583134361,"E","Predicted"
"342",1583138212,"P","Predicted"
"343",1583153186,"E","Predicted"
"344",1583156986,"R","Predicted"
"345",1583160033,"E","Predicted"
"346",1583160913,"R","Predicted"
"347",1583178316,"R","Predicted"
"348",1583185678,"P","Predicted"
"349",1583208170,"R","Predicted"
"350",1583280080,"R","Predicted"
"351",1583300906,"R","Predicted"
"352",1583307540,"P","Predicted"
"353",1583309743,"P","Ground Truth"
"354",1583316486,"E","Predicted"
"355",1583316662,"E","Predicted"
"356",1583324019,"R","Predicted"
"357",1583326970,"E","Predicted"
"358",1583327321,"P","Predicted"
"359",1583354204,"R","Predicted"
"360",1583361810,"P","Predicted"
"361",1583378142,"R","Predicted"
"362",1583380762,"R","Predicted"
"363",1583383012,"P","Predicted"
"364",1583390825,"R","Predicted"
"365",1583401997,"R","Predicted"
"366",1583651607,"R","Predicted"
"367",1583663221,"R","Predicted"
"368",1583692527,"R","Predicted"
"369",1583700022,"P","Predicted"
"370",1583704271,"P","Predicted"
"371",1583830642,"E","Predicted"
"372",1583842920,"R","Predicted"
"373",1583846001,"R","Predicted"
"374",1583899228,"P","Predicted"
"375",1584457682,"R","Ground Truth"
"376",1584654497,"E","Predicted"
"377",1584660394,"R","Predicted"
"378",1584786031,"P","Predicted"
"379",1585027457,"R","Predicted"
"380",1585049622,"E","Predicted"
"381",1585251173,"R","Predicted"
"382",1585269526,"P","Predicted"
"383",1585270766,"P","Predicted"
"384",1585307579,"E","Predicted"
"385",1585432356,"E","Predicted"
"386",1585525071,"E","Ground Truth"
"387",1585646957,"P","Predicted"
"388",1585712466,"E","Predicted"
"389",1585712700,"R","Predicted"
"390",1585781052,"E","Predicted"
"391",1585827718,"E","Ground Truth"
"392",1585940134,"P","Predicted"
"393",1586013162,"R","Ground Truth"
"394",1586111381,"P","Predicted"
"395",1586172483,"R","Predicted"
"396",1586188456,"R","Predicted"
"397",1589426633,"R","Predicted"
"398",1592488152,"P","Predicted"
"399",1592549685,"E","Predicted"
"400",1592572425,"E","Predicted"
"401",1592579007,"E","Predicted"
"402",1592584224,"R","Predicted"
"403",1592592045,"E","Predicted"
"404",1592627831,"R","Predicted"
"405",1592683216,"R","Predicted"
"406",1592725318,"R","Predicted"
"407",1592777429,"E","Predicted"
"408",1592866994,"R","Predicted"
"409",1592867182,"R","Predicted"
"410",1592958554,"E","Predicted"
"411",1593037029,"E","Predicted"
"412",1593094034,"R","Predicted"
"413",1593193122,"E","Predicted"
"414",1593195061,"P","Predicted"
"415",1593222616,"R","Predicted"
"416",1593695449,"P","Predicted"
"417",1593893191,"E","Predicted"
"418",1593898114,"P","Predicted"
"419",1594041190,"R","Predicted"
"420",1594116332,"P","Predicted"
"421",1594511590,"R","Predicted"
"422",1595038000,"R","Predicted"
"423",1595043791,"E","Predicted"
"424",1595157162,"P","Predicted"
"425",1595612321,"E","Predicted"
"426",1601562421,"P","Predicted"
"427",1602033129,"R","Predicted"
"428",1602065237,"E","Predicted"
"429",1602135506,"E","Predicted"
"430",1602216290,"R","Predicted"
"431",1602226344,"E","Predicted"
"432",1602235837,"P","Predicted"
"433",1602338861,"P","Predicted"
"434",1602422798,"P","Predicted"
"435",1602491617,"R","Predicted"
"436",1602509273,"E","Predicted"
"437",1602553112,"R","Predicted"
"438",1602595902,"R","Predicted"
"439",1602696524,"E","Predicted"
"440",1602697832,"E","Ground Truth"
"441",1602706958,"R","Predicted"
"442",1602770122,"R","Predicted"
"443",1603108296,"P","Predicted"
"444",1603216924,"R","Predicted"
"445",1603296973,"R","Predicted"
"446",1603385501,"R","Predicted"
"447",1603458001,"R","Ground Truth"
"448",1603704008,"P","Predicted"
"449",1603704855,"R","Predicted"
"450",1603877439,"E","Ground Truth"
"451",1603880404,"E","Predicted"
"452",1604070992,"R","Predicted"
"453",1604084201,"R","Predicted"
"454",1604148681,"R","Predicted"
"455",1604237899,"P","Ground Truth"
"456",1604252059,"R","Predicted"
"457",1604254203,"E","Predicted"
"458",1604276108,"R","Predicted"
"459",1604433510,"R","Predicted"
"460",1607915771,"R","Predicted"
"461",1612117346,"R","Ground Truth"
"462",1619473931,"P","Predicted"
"463",1643141324,"P","Predicted"
"464",1653104772,"P","Ground Truth"
"465",1653332243,"R","Predicted"
"466",1724385548,"P","Predicted"
"467",1791124548,"E","Ground Truth"
"468",1825717216,"R","Predicted"
"469",1832073693,"P","Predicted"
"470",1836978644,"P","Predicted"
"471",1838853915,"R","Predicted"
"472",1840426294,"C","Predicted"
"473",1846834491,"C","Predicted"
"474",1901946929,"R","Predicted"
"475",1904457384,"P","Predicted"
"476",1913657004,"R","Predicted"
"477",1913782716,"R","Predicted"
"478",1915827978,"R","Predicted"
"479",1934850455,"R","Predicted"
"480",1935040264,"P","Predicted"
"481",1935173317,"P","Predicted"
"482",1946015272,"E","Predicted"
"483",1946844763,"P","Predicted"
"484",1958708986,"R","Predicted"
"485",1978631335,"R","Predicted"
"486",1990382110,"R","Predicted"
"487",2063785201,"R","Predicted"
"488",2063789360,"E","Ground Truth"
"489",2064122293,"R","Predicted"
"490",2064131468,"R","Predicted"
"491",2064161901,"R","Predicted"
"492",2064180073,"R","Predicted"
"493",2064190353,"R","Predicted"
"494",2064191681,"R","Predicted"
"495",2064200866,"R","Ground Truth"
"496",2064206380,"R","Predicted"
"497",2064224569,"R","Predicted"
"498",2064269339,"R","Ground Truth"
"499",2064287592,"R","Predicted"
"500",2064326722,"R","Predicted"
"501",2064336154,"R","Predicted"
"502",2064348955,"E","Predicted"
"503",2064350008,"E","Predicted"
"504",2064358341,"R","Predicted"
"505",2064499632,"R","Predicted"
"506",2069448697,"E","Predicted"
"507",2069474568,"R","Predicted"
"508",2069481330,"R","Predicted"
"509",2069570677,"R","Predicted"
"510",2069576161,"P","Ground Truth"
"511",2069584879,"R","Predicted"
"512",2073494926,"P","Predicted"
"513",2074186856,"C","Ground Truth"
"514",2074704642,"E","Ground Truth"
"515",2074716460,"E","Predicted"
"516",2075639106,"R","Predicted"
"517",2075664512,"R","Predicted"
"518",2075706434,"R","Predicted"
"519",2075744241,"P","Predicted"
"520",2075835848,"R","Predicted"
"521",2075861851,"R","Predicted"
"522",2076695454,"R","Predicted"
"523",2077066846,"R","Predicted"
"524",2087482264,"R","Predicted"
"525",2087704408,"E","Predicted"
"526",2087728951,"R","Predicted"
"527",2087754076,"R","Predicted"
"528",2087759035,"R","Predicted"
"529",2087773419,"R","Predicted"
"530",2087777096,"E","Predicted"
"531",2087778650,"R","Predicted"
"532",2087802600,"E","Predicted"
"533",2087819391,"R","Predicted"
"534",2087840983,"E","Predicted"
"535",2087843140,"R","Predicted"
"536",2087983201,"R","Predicted"
"537",2088058634,"R","Predicted"
"538",2088061285,"E","Predicted"
"539",2090555327,"E","Predicted"
"540",2101485920,"P","Predicted"
"541",2102625823,"R","Predicted"
"542",2115299729,"P","Predicted"
"543",2128463847,"R","Predicted"
"544",2128554020,"R","Ground Truth"
"545",2129033918,"E","Predicted"
"546",2129461072,"R","Predicted"
"547",2151173566,"R","Predicted"
"548",2151718103,"E","Predicted"
"549",2152116646,"E","Predicted"
"550",2370332955,"P","Predicted"
"551",2386449757,"P","Predicted"
"552",2401488022,"R","Predicted"
"553",2401956790,"E","Predicted"
"554",2402287018,"R","Predicted"
"555",2402961667,"P","Predicted"
"556",2503313320,"R","Predicted"
"557",2534812174,"E","Predicted"
"558",2731927288,"R","Predicted"
"559",2738942493,"R","Predicted"
"560",2738996980,"E","Predicted"
"561",2739719574,"R","Predicted"
"562",2739906109,"E","Predicted"
"563",2740201079,"P","Ground Truth"
"564",2740831111,"E","Predicted"
"565",2740917875,"R","Predicted"
"566",2743323702,"R","Predicted"
"567",2743695843,"R","Predicted"
"568",2743875085,"R","Predicted"
"569",2745103344,"R","Predicted"
"570",2745105602,"P","Predicted"
"571",2752739481,"R","Predicted"
"572",2762631491,"E","Predicted"
"573",2763053030,"E","Predicted"
"574",2763325735,"R","Ground Truth"
"575",2764387545,"R","Predicted"
"576",2764684562,"R","Predicted"
"577",2765158679,"R","Predicted"
"578",2778126391,"E","Predicted"
"579",2778674929,"R","Predicted"
"580",2779077677,"R","Predicted"
"581",2779798551,"R","Ground Truth"
"582",2781630956,"E","Predicted"
"583",2781778415,"R","Predicted"
"584",2782446028,"R","Predicted"
"585",2782674700,"E","Predicted"
"586",2782947980,"R","Predicted"
"587",2783087906,"E","Predicted"
"588",2783098578,"R","Predicted"
"589",2784488094,"R","Predicted"
"590",2784742261,"P","Predicted"
"591",2784838033,"E","Predicted"
"592",2785008661,"E","Ground Truth"
"593",2792809740,"R","Predicted"
"594",2798854005,"P","Predicted"
"595",2798878311,"R","Predicted"
"596",2798901264,"P","Predicted"
"597",2798992144,"E","Predicted"
"598",2801375456,"R","Predicted"
"599",2801599943,"R","Predicted"
"600",2802696697,"R","Predicted"
"601",2803333484,"P","Predicted"
"602",2904282356,"R","Predicted"
"603",2938884298,"P","Predicted"
"604",3104687229,"E","Predicted"
"605",3110109798,"R","Predicted"
"606",3122993575,"R","Predicted"
"607",3125707588,"P","Predicted"
"608",3142209692,"P","Predicted"
"609",3167413741,"P","Predicted"
"610",3167477846,"R","Ground Truth"
"611",3183723483,"R","Predicted"
"612",3183932352,"E","Predicted"
"613",3202012931,"E","Ground Truth"
"614",3276871596,"E","Predicted"
"615",3304731610,"E","Ground Truth"
"616",3515995260,"R","Predicted"
"617",3531834659,"E","Predicted"
"618",3553662675,"R","Predicted"
"619",3578061700,"E","Ground Truth"
"620",3598788610,"P","Predicted"
"621",3733709147,"E","Ground Truth"
"622",3738156308,"P","Predicted"
"623",3815710926,"R","Ground Truth"
"624",3825969656,"R","Predicted"
"625",3860533966,"E","Predicted"
"626",3974150382,"R","Predicted"
"627",4000880718,"E","Predicted"
"628",4298913148,"E","Predicted"
"629",4310872758,"P","Predicted"
"630",4346950484,"E","Predicted"
"631",4614141024,"E","Predicted"
"632",4614184506,"R","Predicted"
"633",4626790097,"E","Predicted"
"634",4628899348,"R","Predicted"
"635",4629844470,"R","Ground Truth"
"636",4629975783,"P","Predicted"
"637",4630029649,"E","Predicted"
"638",4631658621,"R","Predicted"
"639",4633261074,"R","Predicted"
"640",4635217195,"R","Predicted"
"641",4637237249,"R","Predicted"
"642",4637963824,"E","Predicted"
"643",4639158475,"R","Ground Truth"
"644",4640925750,"P","Predicted"
"645",4651396511,"E","Predicted"
"646",4656833101,"R","Ground Truth"
"647",4656894776,"P","Predicted"
"648",4657681227,"E","Ground Truth"
"649",4657853955,"E","Ground Truth"
"650",4659372928,"R","Predicted"
"651",4659629446,"E","Predicted"
"652",4660504755,"R","Predicted"
"653",4660573129,"R","Predicted"
"654",4660658367,"P","Predicted"
"655",4660988240,"R","Predicted"
"656",4664250504,"R","Ground Truth"
"657",4664266072,"R","Predicted"
"658",4664762984,"P","Predicted"
"659",4665207988,"E","Predicted"
"660",4666235546,"R","Predicted"
"661",4668075898,"R","Predicted"
"662",4678394080,"R","Predicted"
"663",4681047012,"P","Predicted"
"664",4681713253,"P","Predicted"
"665",4687719020,"R","Predicted"
"666",4694006009,"E","Ground Truth"
"667",4712726577,"P","Predicted"
"668",4782488856,"P","Predicted"
"669",4830792632,"P","Predicted"
"670",4831745287,"R","Predicted"
"671",4831838289,"R","Predicted"
"672",4831848268,"P","Ground Truth"
"673",4834150096,"R","Predicted"
"674",4839160554,"P","Predicted"
"675",4857297287,"R","Predicted"
"676",4860332853,"E","Predicted"
"677",4890758601,"E","Predicted"
"678",4971544296,"R","Ground Truth"
"679",4990947366,"R","Predicted"
"680",4992202920,"R","Ground Truth"
"681",4993615342,"R","Predicted"
"682",4993826337,"R","Predicted"
"683",4994074785,"R","Ground Truth"
"684",4994789648,"R","Ground Truth"
"685",4996373969,"P","Ground Truth"
"686",5003525383,"R","Predicted"
"687",5009269213,"R","Predicted"
"688",5019659172,"E","Predicted"
"689",5027667099,"P","Predicted"
"690",5034166823,"C","Ground Truth"
"691",5044807282,"E","Predicted"
"692",5047785593,"R","Predicted"
"693",5048391499,"R","Predicted"
"694",5065073358,"R","Predicted"
"695",5065225466,"E","Predicted"
"696",5065474687,"P","Predicted"
"697",5071402717,"E","Predicted"
"698",5071656995,"E","Predicted"
"699",5072285519,"P","Predicted"
"700",5075912238,"E","Predicted"
"701",5078274069,"R","Predicted"
"702",5079628043,"E","Predicted"
"703",5079642759,"E","Predicted"
"704",5084256411,"R","Predicted"
"705",5086965075,"E","Predicted"
"706",5096348428,"P","Predicted"
"707",5096566576,"E","Predicted"
"708",5096670483,"E","Predicted"
"709",5096703351,"P","Predicted"
"710",5096827215,"E","Predicted"
"711",5097113417,"R","Predicted"
"712",5097118852,"R","Predicted"
"713",5098977548,"R","Predicted"
"714",5099049108,"E","Predicted"
"715",5099702677,"R","Predicted"
"716",5099984248,"E","Predicted"
"717",5100029989,"P","Ground Truth"
"718",5102629344,"P","Predicted"
"719",5102966426,"R","Predicted"
"720",5103090823,"R","Ground Truth"
"721",5103866881,"P","Ground Truth"
"722",5106086875,"E","Predicted"
"723",5106111757,"R","Predicted"
"724",5106232129,"R","Predicted"
"725",5108298025,"R","Ground Truth"
"726",5109274229,"R","Predicted"
"727",5111122944,"R","Predicted"
"728",5114238027,"E","Predicted"
"729",5121693822,"P","Ground Truth"
"730",5121818183,"P","Predicted"
"731",5121995449,"P","Ground Truth"
"732",5122391258,"E","Predicted"
"733",5122707611,"R","Predicted"
"734",5124187498,"C","Predicted"
"735",5124532284,"R","Predicted"
"736",5130398476,"R","Predicted"
"737",5143856532,"P","Ground Truth"
"738",5146024633,"P","Ground Truth"
"739",5146241204,"P","Predicted"
"740",5146700848,"R","Predicted"
"741",5146760282,"P","Predicted"
"742",5147119897,"R","Predicted"
"743",5147340825,"R","Ground Truth"
"744",5147384133,"P","Predicted"
"745",5147577440,"R","Predicted"
"746",5149129657,"P","Predicted"
"747",5149514823,"R","Predicted"
"748",5149562573,"R","Predicted"
"749",5149851525,"R","Ground Truth"
"750",5150384009,"E","Predicted"
"751",5150793647,"E","Predicted"
"752",5153272166,"P","Predicted"
"753",5153532540,"E","Ground Truth"
"754",5155026525,"P","Predicted"
"755",5155035719,"P","Predicted"
"756",5156562360,"P","Predicted"
"757",5160111317,"E","Predicted"
"758",5160150198,"P","Predicted"
"759",5172078861,"R","Predicted"
"760",5172217040,"R","Predicted"
"761",5173604037,"P","Predicted"
"762",5174237655,"E","Ground Truth"
"763",5174589068,"E","Predicted"
"764",5174592722,"E","Predicted"
"765",5176089366,"R","Predicted"
"766",5176129306,"R","Predicted"
"767",5178002662,"E","Predicted"
"768",5178984239,"P","Ground Truth"
"769",5179022606,"R","Predicted"
"770",5179461044,"R","Ground Truth"
"771",5179971422,"E","Predicted"
"772",5180677034,"P","Predicted"
"773",5181053685,"R","Predicted"
"774",5181536420,"R","Predicted"
"775",5182625109,"R","Predicted"
"776",5183354384,"P","Predicted"
"777",5185089187,"R","Ground Truth"
"778",5185374953,"E","Predicted"
"779",5188262908,"E","Predicted"
"780",5193216564,"R","Ground Truth"
"781",5199858287,"R","Predicted"
"782",5200631862,"R","Predicted"
"783",5200734541,"R","Ground Truth"
"784",5202537982,"R","Ground Truth"
"785",5202682527,"R","Predicted"
"786",5203480702,"E","Predicted"
"787",5203515523,"R","Predicted"
"788",5204561505,"P","Ground Truth"
"789",5206848131,"E","Predicted"
"790",5208431984,"R","Predicted"
"791",5209300222,"R","Predicted"
"792",5210088505,"R","Predicted"
"793",5210740548,"P","Predicted"
"794",5210750789,"P","Predicted"
"795",5211148129,"P","Predicted"
"796",5211201718,"R","Predicted"
"797",5211346406,"R","Predicted"
"798",5211504320,"E","Predicted"
"799",5211585018,"E","Predicted"
"800",5213241458,"C","Predicted"
"801",5214118997,"R","Predicted"
"802",5229554932,"R","Predicted"
"803",5230085749,"R","Predicted"
"804",5230349931,"R","Predicted"
"805",5230380978,"R","Predicted"
"806",5230664946,"P","Predicted"
"807",5230692771,"C","Ground Truth"
